,Sales_ID,Brand_Name,Car_Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Max_Power,Engine,Seats,City_Name
166,173,Ford, Figo Aspire 1.2 Ti-VCT Trend,2018,575000,9500,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,18.16,86.8,1196.0,5,Surat
167,174,Ford, Figo Diesel LXI,2011,160000,120000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.0,68.0,1399.0,5,Noida
168,175,Maruti, Swift VXI Optional,2015,515000,36600,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,20.4,81.8,1197.0,5,Vadodara
169,176,Maruti, Wagon R AMT VXI,2015,390000,50000,CT11,ST07,382460,Petrol,Individual,Automatic,Second Owner,20.51,67.0,998.0,5,Ahmedabad
170,177,Hyundai, i20 Magna 1.2,2016,550000,14000,CT01,ST15,400001,Petrol,Individual,Manual,Second Owner,18.6,81.83,1197.0,5,Mumbai
171,178,Maruti, 800 Std,1999,40000,40000,CT12,ST28,201301,Petrol,Individual,Manual,Second Owner,16.1,37.0,796.0,4,Noida
172,179,Maruti, Ritz VDi,2010,220000,120000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,21.1,73.9,1248.0,5,Delhi
173,180,Hyundai, Grand i10 Magna,2015,425000,70000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,18.9,82.0,1197.0,5,Jamshedpur
174,181,Volkswagen, Ameo 1.0 MPI Trendline,2019,480000,13000,CT01,ST15,400001,Petrol,Individual,Manual,First Owner,19.44,75.0,999.0,5,Mumbai
175,182,Hyundai, Grand i10 Sportz,2014,400000,60000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18.9,82.0,1197.0,5,Patna
176,183,Maruti, Swift Dzire VXI,2014,487000,35000,CT23,ST12,575001,Petrol,Individual,Manual,First Owner,19.1,85.8,1197.0,5,Mangalore
177,184,Hyundai, Xcent 1.2 Kappa S,2016,386000,44000,CT21,ST27,248001,Petrol,Individual,Manual,Second Owner,19.1,82.0,1197.0,5,Dehradun
178,185,Honda, City 1.5 EXI,2005,100000,120000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,13.0,100.0,1493.0,5,Patna
179,186,Toyota, Corolla Altis Diesel D4DG,2010,300000,60000,CT22,ST14,452010,Diesel,Individual,Manual,First Owner,21.43,87.2,1364.0,5,Indore
180,187,Daewoo, Matiz SD,2000,100000,60000,CT05,ST25,500004,Petrol,Individual,Manual,First Owner,18.5,53.0,796.0,5,Hyderabad
181,188,Toyota, Fortuner 4x2 Manual,2014,1750000,30000,CT10,ST12,560034,Diesel,Individual,Manual,Second Owner,13.0,168.5,2982.0,7,Bangalore
182,189,Mahindra, KUV 100 mFALCON G80 K8,2016,450000,15000,CT16,ST23,737101,Petrol,Individual,Manual,Second Owner,18.15,82.0,1198.0,6,Gangtok
183,190,Tata, Zest Quadrajet 1.3 75PS XM,2017,490000,90000,CT22,ST14,452010,Diesel,Individual,Manual,First Owner,22.95,74.0,1248.0,5,Indore
184,191,Honda, City 1.5 S MT,2009,345000,47000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,17.0,118.0,1497.0,5,Patna
185,192,Maruti, Zen LXI,2005,85000,90000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,17.3,60.0,993.0,5,Surat
186,193,Maruti, Wagon R VXI BS IV with ABS,2010,215000,120600,CT01,ST15,400001,Petrol,Individual,Manual,Second Owner,18.9,67.1,998.0,5,Mumbai
187,194,Hyundai, Verna Transform SX VTVT,2010,320000,100000,CT04,ST24,641001,Petrol,Individual,Manual,Third Owner,16.2,103.2,1599.0,5,Coimbatore
188,195,Maruti, Swift Dzire VXI,2016,459999,60000,CT11,ST07,382460,Petrol,Individual,Manual,Second Owner,20.85,83.14,1197.0,5,Ahmedabad
189,196,Hyundai, Getz GLS,2005,65000,86000,CT14,ST07,395007,Petrol,Individual,Manual,First Owner,15.3,83.0,1341.0,5,Surat
190,197,Hyundai, Elite i20 Sportz Plus BSIV,2020,720000,5000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,18.6,81.86,1197.0,5,kanpur
191,198,Maruti, Ciaz 1.3 Alpha,2017,800000,37000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,28.09,88.5,1248.0,5,Aurangabad
192,199,Tata, Tigor 1.2 Revotron XZ,2019,520000,14000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,20.3,84.0,1199.0,5,Vadodara
193,200,Maruti, Ertiga VDI,2015,580000,70000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.77,88.76,1248.0,7,Noida
194,202,Honda, City i VTEC S,2015,600000,50000,CT03,ST24,600020,Petrol,Individual,Manual,First Owner,17.4,117.3,1497.0,5,Chennai
195,203,Honda, Brio S MT,2014,290000,60000,CT15,ST20,751022,Petrol,Individual,Manual,Second Owner,19.4,86.8,1198.0,5,Bhubaneshwar
196,204,Maruti, Wagon R LXI CNG,2016,360000,50000,CT05,ST25,500004,CNG,Individual,Manual,First Owner,26.6,58.16,998.0,5,Hyderabad
197,205,Maruti, Swift Dzire VXI,2017,550000,50000,CT03,ST24,600020,Petrol,Individual,Manual,First Owner,20.85,83.14,1197.0,5,Chennai
198,206,Hyundai, i20 Sportz 1.2,2013,375000,70000,CT22,ST14,452010,Petrol,Individual,Manual,First Owner,18.5,82.85,1197.0,5,Indore
199,208,Maruti, Wagon R AMT VXI,2018,420000,35000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,20.51,67.0,998.0,5,Patna
200,209,Maruti, Swift Dzire VXI 1.2,2017,550000,20000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,21.21,81.8,1197.0,5,Nellore
201,210,Maruti, Alto 800 LXI,2018,270000,20000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,24.7,47.3,796.0,5,Ludhiana
202,211,Maruti, Swift Dzire AMT VXI BS IV,2018,700000,7800,CT29,ST24,632001,Petrol,Individual,Automatic,First Owner,22.0,81.8,1197.0,5,Vellore
203,212,Maruti, Swift VXI Optional,2017,500000,20000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,20.4,81.8,1197.0,5,Ludhiana
204,213,Tata, Hexa XE,2019,1250000,15000,CT11,ST07,382460,Diesel,Individual,Manual,First Owner,17.6,147.94,2179.0,7,Ahmedabad
205,214,Hyundai, i20 Magna,2013,320000,31377,CT12,ST28,201301,Petrol,Individual,Manual,Second Owner,18.5,82.85,1197.0,5,Noida
206,215,Maruti, Swift Dzire VDI,2018,700000,50000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,28.4,74.02,1248.0,5,Vellore
207,216,Maruti, Wagon R VXI BS IV,2015,290000,60000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,20.51,67.04,998.0,5,kanpur
208,217,Toyota, Corolla Altis 1.8 VL AT,2012,550000,100000,CT19,ST12,570004,Petrol,Individual,Automatic,First Owner,14.53,138.1,1794.0,5,Mysore
209,218,Honda, Brio S MT,2012,265000,60000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,19.4,86.8,1198.0,5,Aurangabad
210,219,Maruti, Baleno Alpha Automatic,2018,830000,5000,CT11,ST07,382460,Petrol,Individual,Automatic,First Owner,21.4,83.1,1197.0,5,Ahmedabad
211,220,Tata, Safari Storme EX,2017,800000,60000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,14.1,147.94,2179.0,7,Aurangabad
212,221,Maruti, Alto LXi,2011,160000,25000,CT06,ST22,302029,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Jaipur
213,222,Renault, KWID RXT,2018,335000,30000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,25.17,53.3,799.0,5,Mysore
214,223,Datsun, GO T BSIV,2017,329000,80000,CT12,ST28,201301,Petrol,Individual,Manual,Second Owner,20.63,67.0,1198.0,5,Noida
215,224,Maruti, Vitara Brezza VDi Option,2017,775000,75000,CT14,ST07,395007,Diesel,Individual,Manual,First Owner,24.3,88.5,1248.0,5,Surat
216,225,Hyundai, Xcent 1.2 VTVT SX,2020,524000,32000,CT23,ST12,575001,Petrol,Individual,Manual,First Owner,20.14,81.86,1197.0,5,Mangalore
217,226,Maruti, Alto 800 LXI,2015,245000,40000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,22.74,47.3,796.0,5,Pune
218,227,Hyundai, i20 1.2 Sportz,2012,275000,93000,CT26,ST15,431001,Petrol,Individual,Manual,Second Owner,17.0,80.0,1197.0,5,Aurangabad
219,228,Tata, Zest Revotron 1.2 XT,2018,520000,60000,CT04,ST24,641001,Petrol,Individual,Manual,First Owner,17.57,88.7,1193.0,5,Coimbatore
220,230,Nissan, Sunny XL,2014,550000,37000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,16.95,97.7,1498.0,5,Gangtok
221,231,Ford, EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,CT24,ST13,680004,Petrol,Individual,Manual,First Owner,17.0,121.36,1497.0,5,Thrissur
222,232,Nissan, Micra Active XV S,2015,300000,80000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,19.49,67.04,1198.0,5,Patna
223,233,Maruti, Wagon R LXI Optional,2016,350000,140000,CT03,ST24,600020,Petrol,Individual,Manual,First Owner,20.51,67.04,998.0,5,Chennai
224,234,Mahindra, Ssangyong Rexton RX5,2013,900000,70000,CT01,ST15,400001,Diesel,Individual,Manual,First Owner,12.83,162.0,2696.0,7,Mumbai
225,235,Mahindra, Quanto C8,2013,300000,120000,CT28,ST11,834001,Diesel,Individual,Manual,Second Owner,17.21,100.0,1493.0,7,Ranchi
226,236,Maruti, Ritz LDi,2010,250000,110000,CT14,ST07,395007,Diesel,Individual,Manual,Second Owner,21.1,73.9,1248.0,5,Surat
227,237,Hyundai, Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,CT08,ST29,700027,Diesel,Individual,Manual,First Owner,19.67,126.2,1582.0,5,Kolkata
228,238,Renault, KWID RXT,2016,270000,44000,CT11,ST07,382460,Petrol,Individual,Manual,First Owner,25.17,53.3,799.0,5,Ahmedabad
229,239,Maruti, Ertiga VDI,2015,640000,80000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.77,88.76,1248.0,7,Noida
230,240,Mahindra, XUV500 W4,2015,650000,125000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,15.1,140.0,2179.0,7,kanpur
231,241,Maruti, Eeco 5 Seater AC BSIV,2017,409999,13500,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,15.37,73.0,1196.0,5,Aurangabad
232,242,Hyundai, Santro Xing GLS,2011,165000,75000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,17.92,62.1,1086.0,5,Vadodara
233,243,Hyundai, Accent GLE,2007,80000,120000,CT25,ST01,524225,Petrol,Individual,Manual,Second Owner,13.2,94.0,1495.0,5,Nellore
234,244,Mahindra, XUV500 W8 2WD,2012,535000,120000,CT22,ST14,452010,Diesel,Individual,Manual,First Owner,15.1,140.0,2179.0,7,Indore
235,245,Toyota, Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,CT24,ST13,680004,Diesel,Individual,Manual,First Owner,12.99,100.57,2494.0,7,Thrissur
236,246,Maruti, Swift Dzire VDI,2013,550000,70000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,23.4,74.0,1248.0,5,Vellore
237,247,Honda, Amaze S CVT Petrol BSIV,2019,680000,15000,CT13,ST04,800002,Petrol,Individual,Automatic,First Owner,19.0,88.76,1199.0,5,Patna
238,248,Hyundai, i10 Sportz 1.2,2009,200000,53000,CT09,ST34,110039,Petrol,Individual,Manual,Second Owner,20.36,78.9,1197.0,5,Delhi
239,249,Maruti, Swift Dzire VDI,2014,500000,120000,CT19,ST12,570004,Diesel,Individual,Manual,Second Owner,23.4,74.0,1248.0,5,Mysore
240,250,Maruti, Ertiga SHVS ZDI Plus,2016,1000000,70000,CT11,ST07,382460,Diesel,Individual,Manual,First Owner,24.52,88.5,1248.0,7,Ahmedabad
241,251,Hyundai, Getz 1.3 GVS,2008,110000,120000,CT19,ST12,570004,Petrol,Individual,Manual,Second Owner,14.2,82.9,1341.0,5,Mysore
242,252,Hyundai, i20 1.2 Magna,2012,320000,100000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,18.5,80.0,1197.0,5,kanpur
243,254,Maruti, Swift LXI Optional-O,2015,350000,100000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,20.4,83.11,1197.0,5,Gangtok
244,255,Tata, Indica Vista TDI LS,2013,170000,162500,CT25,ST01,524225,Diesel,Individual,Manual,First Owner,19.4,70.0,1405.0,5,Nellore
245,256,Hyundai, i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,22.54,88.73,1396.0,5,Bhubaneshwar
246,257,Maruti, Ignis 1.3 Alpha,2017,500000,75000,CT21,ST27,248001,Diesel,Individual,Manual,First Owner,26.8,74.0,1248.0,5,Dehradun
247,258,Tata, Hexa XTA,2017,1380000,50000,CT24,ST13,680004,Diesel,Individual,Automatic,First Owner,17.6,153.86,2179.0,7,Thrissur
248,259,Mahindra, Marazzo M6 8Str,2019,1300000,40000,CT03,ST24,600020,Diesel,Individual,Manual,First Owner,17.3,121.0,1497.0,8,Chennai
249,260,Hyundai, Verna 1.6 CRDI,2013,530000,92500,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,22.32,126.3,1582.0,5,Noida
250,261,Maruti, Swift Dzire VDI,2012,360000,158000,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,23.4,74.0,1248.0,5,Vadodara
251,262,Maruti, Swift Dzire LDi,2012,310000,120000,CT03,ST24,600020,Diesel,Individual,Manual,First Owner,19.3,73.9,1248.0,5,Chennai
252,263,Honda, City i DTEC V,2015,725000,50000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,26.0,98.6,1498.0,5,Jamshedpur
253,264,Maruti, Swift Dzire ZDi,2012,340000,110000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,19.3,73.9,1248.0,5,Bhubaneshwar
254,265,Hyundai, Xcent 1.2 CRDi E,2017,550000,2000,CT09,ST34,110039,Diesel,Individual,Manual,Second Owner,25.4,73.97,1186.0,5,Delhi
255,266,Toyota, Fortuner 3.0 Diesel,2011,1150000,181000,CT16,ST23,737101,Diesel,Individual,Manual,Second Owner,11.5,171.0,2982.0,7,Gangtok
256,267,Tata, Tiago 1.05 Revotorq XZ,2016,380000,70000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,27.28,69.0,1047.0,5,Delhi
257,268,Nissan, Sunny XL AT Special Edition,2013,350000,90000,CT29,ST24,632001,Petrol,Individual,Automatic,Second Owner,17.97,99.6,1498.0,5,Vellore
258,269,Hyundai, Elite i20 Magna Plus BSIV,2019,610000,2000,CT01,ST15,400001,Petrol,Individual,Manual,First Owner,18.6,81.86,1197.0,5,Mumbai
259,270,Maruti, Swift Dzire VXI,2015,525000,20000,CT22,ST14,452010,Petrol,Individual,Manual,First Owner,20.85,83.14,1197.0,5,Indore
260,271,Toyota, Innova 2.5 GX 7 STR,2011,480000,120000,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,12.8,102.0,2494.0,7,Vadodara
261,272,Mahindra, Thar CRDe,2017,780000,35000,CT02,ST15,411002,Diesel,Individual,Manual,First Owner,16.55,105.0,2498.0,6,Pune
262,273,Maruti, Swift Dzire ZDi,2012,320000,193000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,19.3,73.9,1248.0,5,Patna
263,274,Maruti, Swift 1.2 DLX (Only Delhi),2014,375000,80000,CT22,ST14,452010,Petrol,Individual,Manual,First Owner,20.4,81.8,1197.0,5,Indore
264,275,Datsun, GO D Petrol,2019,300000,40000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,19.02,67.05,1198.0,5,Aurangabad
265,276,Hyundai, i20 Asta 1.4 CRDi,2015,500000,70000,CT06,ST22,302029,Diesel,Individual,Manual,Fourth & Above Owner,22.54,88.73,1396.0,5,Jaipur
266,277,Mahindra, Scorpio LX,2011,404000,122358,CT22,ST14,452010,Diesel,Individual,Manual,First Owner,12.05,120.0,2179.0,9,Indore
267,278,Tata, Sumo Gold EX BSIII,2015,500000,75000,CT14,ST07,395007,Diesel,Individual,Manual,First Owner,14.07,69.01,2956.0,7,Surat
268,279,Tata, Tiago Wizz 1.05 Revotorq,2017,350000,120000,CT28,ST11,834001,Diesel,Individual,Manual,First Owner,27.28,69.0,1047.0,5,Ranchi
269,280,Tata, Zest Revotron 1.2 XT,2015,380000,40000,CT08,ST29,700027,Petrol,Individual,Manual,First Owner,17.57,88.7,1193.0,5,Kolkata
270,281,Hyundai, Accent GLE,2008,114999,95200,CT25,ST01,524225,Petrol,Individual,Manual,Third Owner,13.2,94.0,1495.0,5,Nellore
271,282,Honda, Brio Exclusive Edition,2014,335000,33033,CT01,ST15,400001,Petrol,Dealer,Manual,First Owner,19.4,86.8,1198.0,5,Mumbai
272,283,Hyundai, Grand i10 AT Asta,2015,465000,63063,CT01,ST15,400001,Petrol,Dealer,Automatic,First Owner,18.9,82.0,1197.0,5,Mumbai
273,284,Tata, Manza Club Class Quadrajet90 LX,2012,290000,60000,CT04,ST24,641001,Diesel,Individual,Manual,First Owner,21.02,88.76,1248.0,5,Coimbatore
274,285,Maruti, Alto LX,2005,110000,45000,CT01,ST15,400001,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Mumbai
275,286,Tata, New Safari DICOR 2.2 EX 4x2,2011,450000,80000,CT16,ST23,737101,Diesel,Individual,Manual,Third Owner,11.57,138.1,2179.0,7,Gangtok
276,287,Mahindra, Bolero SLE,2009,400000,170000,CT07,ST13,682001,Diesel,Individual,Manual,Second Owner,13.6,63.0,2523.0,7,Kochi
277,288,Mahindra, Bolero DI DX 7 Seater,2007,210000,207890,CT28,ST11,834001,Diesel,Individual,Manual,Second Owner,13.6,63.0,2523.0,7,Ranchi
278,289,Mercedes-Benz, GL-Class 220d 4MATIC Sport,2018,4600000,7976,CT16,ST23,737101,Diesel,Individual,Automatic,First Owner,17.9,170.0,2143.0,5,Gangtok
279,290,Maruti, Omni E MPI STD BS IV,2016,220000,35000,CT24,ST13,680004,Petrol,Individual,Manual,First Owner,16.8,34.2,796.0,8,Thrissur
280,291,Hyundai, Grand i10 Sportz,2017,450000,35000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,18.9,82.0,1197.0,5,Aurangabad
281,292,Hyundai, Grand i10 Sportz,2017,450000,35000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,18.9,82.0,1197.0,5,Jamshedpur
282,293,Hyundai, i10 Sportz AT,2013,290000,50000,CT06,ST22,302029,Petrol,Individual,Automatic,First Owner,16.95,78.9,1197.0,5,Jaipur
283,294,Maruti, Swift VXI Deca,2016,520000,20000,CT24,ST13,680004,Petrol,Individual,Manual,First Owner,20.4,81.8,1197.0,5,Thrissur
284,295,Hyundai, i10 Sportz AT,2011,265000,20000,CT01,ST15,400001,Petrol,Individual,Automatic,First Owner,16.95,78.9,1197.0,5,Mumbai
285,296,Maruti, Swift VXI,2012,330000,50000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18.6,85.8,1197.0,5,Patna
286,297,Maruti, Swift VXI,2012,330000,50000,CT22,ST14,452010,Petrol,Individual,Manual,Second Owner,18.6,85.8,1197.0,5,Indore
287,298,Mahindra, Bolero 2011-2019 ZLX,2014,509999,120000,CT04,ST24,641001,Diesel,Individual,Manual,First Owner,15.96,62.1,2523.0,7,Coimbatore
288,299,Hyundai, Verna 1.6 SX VTVT (O),2014,500000,70000,CT23,ST12,575001,Petrol,Individual,Manual,First Owner,17.1,121.3,1591.0,5,Mangalore
289,300,Hyundai, i20 Active 1.2,2015,525000,50000,CT04,ST24,641001,Petrol,Individual,Manual,First Owner,17.19,81.86,1197.0,5,Coimbatore
290,301,Maruti, Baleno Zeta,2019,675000,16500,CT11,ST07,382460,Petrol,Individual,Manual,First Owner,21.01,81.8,1197.0,5,Ahmedabad
291,302,Hyundai, i20 1.2 Asta,2010,300000,70000,CT09,ST34,110039,Petrol,Individual,Manual,First Owner,17.0,80.0,1197.0,5,Delhi
292,303,Maruti, Alto LXI,2005,90000,99361,CT16,ST23,737101,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Gangtok
293,304,Maruti, Swift Dzire VDI,2017,650000,25000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,26.59,74.0,1248.0,5,Bhubaneshwar
294,305,Maruti, Swift Dzire VXI,2014,409000,70000,CT22,ST14,452010,Petrol,Individual,Manual,Second Owner,19.1,85.8,1197.0,5,Indore
295,306,Hyundai, Grand i10 CRDi Sportz,2015,395000,80000,CT16,ST23,737101,Diesel,Individual,Manual,Second Owner,24.0,70.0,1120.0,5,Gangtok
296,308,Maruti, Swift Dzire VXI,2014,400000,70000,CT22,ST14,452010,Petrol,Individual,Manual,Second Owner,19.1,85.8,1197.0,5,Indore
297,309,Chevrolet, Beat LS,2012,120000,60000,CT29,ST24,632001,Petrol,Individual,Manual,Third Owner,18.6,79.4,1199.0,5,Vellore
298,310,Tata, Tigor 1.2 Revotron XZA,2018,645000,10000,CT11,ST07,382460,Petrol,Individual,Automatic,First Owner,20.3,84.0,1199.0,5,Ahmedabad
299,311,Maruti, 800 Std,2006,81000,80000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,16.1,37.0,796.0,4,Vellore
300,312,Honda, City i-DTEC VX,2017,1300000,30000,CT22,ST14,452010,Diesel,Individual,Manual,First Owner,25.6,97.9,1498.0,5,Indore
301,313,Honda, City i-DTEC VX,2017,1250000,33000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,25.6,97.9,1498.0,5,Vellore
302,314,Maruti, Ertiga VXI,2013,535000,90000,CT20,ST28,208002,Petrol,Individual,Manual,Third Owner,16.02,93.7,1373.0,7,kanpur
303,315,Nissan, Terrano XV Premium 110 PS,2014,555000,80100,CT19,ST12,570004,Diesel,Individual,Manual,Second Owner,19.01,108.5,1461.0,5,Mysore
304,316,Honda, City i VTEC VX,2014,725000,120000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,17.4,117.3,1497.0,5,Noida
305,318,Renault, KWID RXL,2016,229999,40000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,25.17,53.3,799.0,5,Noida
306,319,Toyota, Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,CT10,ST12,560034,Diesel,Individual,Manual,Second Owner,12.99,100.6,2494.0,8,Bangalore
307,320,Maruti, Wagon R VXI BS IV,2017,409999,47000,CT03,ST24,600020,Petrol,Individual,Manual,First Owner,20.51,67.04,998.0,5,Chennai
308,321,Hyundai, Creta 1.4 CRDi S Plus,2018,1210000,25000,CT01,ST15,400001,Diesel,Individual,Manual,First Owner,21.38,88.7,1396.0,5,Mumbai
309,322,Tata, Tiago 1.2 Revotron XZ,2017,400000,26000,CT09,ST34,110039,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Delhi
310,323,Hyundai, Grand i10 1.2 CRDi Sportz,2018,520000,29000,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,24.0,73.97,1186.0,5,Vadodara
311,324,Maruti, Baleno Zeta Automatic,2016,650000,50000,CT20,ST28,208002,Petrol,Individual,Automatic,First Owner,21.4,83.1,1197.0,5,kanpur
312,325,Maruti, Swift ZXI ABS,2011,325000,58000,CT28,ST11,834001,Petrol,Individual,Manual,Third Owner,16.1,88.2,1298.0,5,Ranchi
313,326,Maruti, Swift Dzire VXi AT,2012,420000,120000,CT28,ST11,834001,Petrol,Individual,Automatic,First Owner,17.4,85.8,1197.0,5,Ranchi
314,327,Maruti, Swift LXI Option,2014,400000,50000,CT09,ST34,110039,Petrol,Individual,Manual,First Owner,20.4,81.8,1197.0,5,Delhi
315,328,Hyundai, i20 1.2 Asta,2010,254999,80000,CT28,ST11,834001,Petrol,Individual,Manual,Fourth & Above Owner,17.0,80.0,1197.0,5,Ranchi
316,329,Maruti, Zen LXI,2003,65000,60000,CT23,ST12,575001,Petrol,Individual,Manual,Fourth & Above Owner,17.3,60.0,993.0,5,Mangalore
317,330,Maruti, Celerio LXI,2017,351000,36000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,23.1,67.04,998.0,5,Ludhiana
318,331,Toyota, Innova 2.5 V Diesel 8-seater,2007,404000,120000,CT26,ST15,431001,Diesel,Individual,Manual,Third Owner,12.8,102.0,2494.0,8,Aurangabad
319,332,Maruti, Ritz LDi,2011,185000,185000,CT24,ST13,680004,Diesel,Individual,Manual,Third Owner,21.1,73.9,1248.0,5,Thrissur
320,333,Nissan, Micra Diesel XV,2011,250000,50000,CT14,ST07,395007,Diesel,Individual,Manual,First Owner,23.08,63.1,1461.0,5,Surat
321,334,Maruti, Zen LXI,2002,60000,100000,CT19,ST12,570004,Petrol,Individual,Manual,Fourth & Above Owner,17.3,60.0,993.0,5,Mysore
322,335,Hyundai, Verna 1.6 SX VTVT (O),2013,500000,50000,CT29,ST24,632001,Petrol,Individual,Manual,Second Owner,17.1,121.3,1591.0,5,Vellore
323,336,Maruti, Zen Estilo LXI BSIII,2007,85000,80000,CT07,ST13,682001,Petrol,Individual,Manual,Second Owner,18.2,67.1,998.0,5,Kochi
324,338,Maruti, Alto LX,2005,85000,80000,CT10,ST12,560034,Petrol,Individual,Manual,Fourth & Above Owner,19.7,46.3,796.0,5,Bangalore
325,339,Maruti, Swift Dzire ZDi,2011,265000,90000,CT22,ST14,452010,Diesel,Individual,Manual,Fourth & Above Owner,19.3,73.9,1248.0,5,Indore
326,340,Maruti, A-Star Vxi,2010,130000,162000,CT16,ST23,737101,Petrol,Individual,Manual,Second Owner,19.0,66.1,998.0,5,Gangtok
327,341,Maruti, Ertiga VDI,2013,480000,110000,CT02,ST15,411002,Diesel,Individual,Manual,Third Owner,20.77,88.76,1248.0,7,Pune
328,342,Maruti, Swift Ldi BSIII,2008,170000,120000,CT23,ST12,575001,Diesel,Individual,Manual,Third Owner,17.8,75.0,1248.0,5,Mangalore
329,343,Nissan, Micra Diesel XV,2011,275000,45000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,23.08,63.1,1461.0,5,Vellore
330,344,Maruti, Wagon R LXI,2005,89000,90000,CT01,ST15,400001,Petrol,Individual,Manual,Second Owner,18.9,67.1,998.0,5,Mumbai
331,345,Ford, Figo Diesel Titanium,2010,170000,90000,CT21,ST27,248001,Diesel,Individual,Manual,Second Owner,20.0,68.0,1399.0,5,Dehradun
332,346,Mahindra, XUV300 W8 Option BSIV,2019,1090000,16500,CT28,ST11,834001,Petrol,Dealer,Manual,First Owner,17.0,110.0,1197.0,5,Ranchi
333,347,Hyundai, Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,CT25,ST01,524225,Diesel,Individual,Automatic,First Owner,17.01,126.2,1582.0,5,Nellore
